,name,stars_y,text
1893,Hash House A Go Go,4,"I guess I come here almost every time I'm in Vegas. They are always open so it's really nice to come eat here after a late night of partying. They have really big plates of everything, you should either be satisfied or not able to eat another bite full. Food is tasty, drinks are good, there's a lot to choose from."
1894,Hash House A Go Go,5,"I came on a Saturday morning around 930am. Long wait for groups of 2 or more. Thank goodness I was solo. I got a seat immediately at the bar, menu was a combo of breakfast and dinner plates. Price was a wee bit but no complaints when I got my food. I ordered the Indian favorites meatloaf with mashed potatoes scrambled eggs biscuits and fruit. Coffee and water. That plate was HUGE and the coffee was good. I felt bad I couldn't finish my plate until I seen others having the same issue. Every bit of it was very good. Lots of flavor and portions. Will return the next time I come out here."
1895,Hash House A Go Go,4,"This place has some great food!  We came here for a late Sunday bunch and the wait was 45 minutes for two.  Our waitress was very friendly and definitely on top of what was going on, even though it was really busy. 

I got a basic breakfast and the eggs were done very well, the potatoes tasted great, and the bacon was pretty good.  Their homemade lemonade was tasty, too.

My girlfriend doesn't like eggs and was delighted to be able to get a savory breakfast (I think she got a chorizo scramble minus eggs). Big bonus there. 

The wait is the only thing that might keep me from coming back, and it's really noisy.  But the food is good enough that I would probably try to get back in at some point, but I would have to really be craving it.  I know that my girlfriend will want to come back next time we're here no matter what, so... I guess my opinion doesn't matter a whole bunch in this case!"
1896,Hash House A Go Go,5,"The date of this review is December 25, 2016.

On December 22, 2016, my wife and I, decided to have breakfast at the Hash House A Go Go Restaurant inside The LINQ Hotel & Casino. The restaurant is open 24/7. We arrived at 7:30 a.m. and there was no waiting line and we were seated immediate.

This being our first time at the Hash House, we were not aware that the portions were huge and that one plate would be enough for two people, so we ordered two items. My wife ordered the ""Blueberry Tract Over-Easy with Crispy Potatoes,"" $16.98, and I ordered the ""Steak & Eggs with Biscuit,"" $18.98. Mighty Lord, the portions are gigantic each enough to feed a battalion. The food was very delicious and finger licking good.

Our waitress was very cordial and attentive. The coffee cups as well as the glasses of water were promptly refilled. She constantly checked on us to make sure everything was in order.

Warning: Come very hungry and leave satisfied and contented. Our breakfast was worth every penny we paid.

Great food, excellent service. We strongly recommend the Hash House for breakfast! Hands down, this place exceeds the 5 stars rating from us!"
1897,Hash House A Go Go,4,"My girlfriend heard about this place from a friend. Once we heard about the humongous portions, we knew we had to come. 

When arrived at about 11 am after driving in from Los Angeles. This place was POPPIN. The wait was about 45 minutes so we went to the Irish Pub downstairs to grab a drink while we waited. We got seated at about the estimated wait they gave us. Kudos to the ladies working the waiting room. She was so energetic and they kept what is a mad house under control. 

Food: The Chicken and Waffles came in a huge plate that looked more like a mountain of food than anything. I split this with my girlfriend. The waffles had bacon cooked into it and it was bomb. The mix of the sweet syrup and salty bacon was fantastic! The chicken was perfect. Crispy, tender, flavorful! We also got a side of biscuits and gravy and that was delicious. The biscuit itself was OK, but the gravy was delicious!

My girlfriend got their watermelon cocktail and she loved it! I had a sip and it was very good. refreshing and not too sweet (which a lot of cocktail can be when they add the flavor syrup). It was so good she ordered on to go!

Service: Quick and friendly. They are pretty efficient here, but you have to be because they handle so many hungry people. 

Ambiance: Casual and busy. It was loud, but not overwhelming. Really cool decor. Enjoyed the vibe. 

If you are looking for a brunch spot and are not planning to eat the rest of the day definitely come here! You will not leave hungry. If you have leftovers, I hope you have a microwave in your hotel room!"
1898,Hash House A Go Go,3,"Be ready to fall into a coma. 

The grease and heaviness of the chicken and waffles and sage chicken was enough for us to go online to find a hotel so we could sleep off the oompa loompa feeling for a few hours. 

Service isn't that great and the lines are a complete cluster. Just make your way past the outside bar to the tiny hostess stand to put your name in; but if you blink, someone will cut right in front of you!"
1899,Hash House A Go Go,4,"The first time I ever tried this breakfast spot was in San Diego, CA and I was blown away by the huge portion sizes. At the time my best friend and I shared the Griddled french toast dipped in banana cinnamon cream w/ pecan maple syrup. Trust me when I say that was more than enough for the two of us. This time I decided I would attempt to conquer any meal all on my own. 

I was a little indecisive between the Corned Beef with red onions and swiss cheese or The Big O Sage Fried Chicken and Waffle Tower (one of the most popular menu items) but the waiter was very helpful and suggested the Corned Beef. He was definitely right on that one too!

The day before we stopped by to see if we could get a quick bite to eat but after seeing all the people waiting outside we immediate changed our minds and turned around. This time we were a little more smart with our time and we showed up at 6am (hoping it would be off peak hours). I think that was the best decision because by the time we got our food more than half the room was filled. * Keep in mind this place is open 24/7 *

As the waiters pass by you, you're just in ahhhh with how much food is being dropped off on people's tables. One gentleman was asked to take a picture of these two guys and their breakfast plates. When he finished taking several pictures he said ""Good Luck"" because he knew that there was no way these guys were going to devour that in one sitting.

When our food arrived we immediately brought out our phones for pictures! There was no way we could even start eating these massive plates without documentation as proof that we at least attempted to eat these gigantic meals. The first plate that was dropped off in front of us was Andy's Famous Sage Fried Chicken Breast w/maple reduction, with two eggs, bacon, mashed potatoes and biscuits. The food is stacked so high up that a knife is placed vertically through the biscuit and chicken as a skewer to hold everything in place.  It's a sight to see! The Corned Beef arrived next. It was presented on a skillet that had melted cheese all over the shredded beef. Ahhhhh! And the eggs were cooked perfectly sunny side up so when you cut through and broke the yolks, it oozed all over the potatoes. Although it wasn't as impressive as the Fried chicken breast and biscuits it definitely was delicious.


This place serves so much food and has reasonable/ affordable prices in comparison to all other places located on the strip. It's crazy how much food gets uneaten but of course if you're going to try other restaurants you might want to leave the leftovers here."
1900,Hash House A Go Go,3,Don't know what the fuss is about. I had the chicken and waffles. The waffles were dry and the chicken was ok. If you really want chicken and waffles go to Roscos if you are ever in the L.A. area. I will say the portions are huge so take an appetite. Other than that I probably wouldn't go back.
1901,Hash House A Go Go,5,Extra large portions with extra large personalities.  The food was amazing and our waiter was HILARIOUS.  ages ranged from 26-85 in or party of 6 people.  I would absolutely go back.  Don't leave without trying a bloody marry.  Chicken and waffles is a sight to be seen and tried in person.
1902,Hash House A Go Go,5,This place is a must go for breakfast. The food and drinks are both awesome.  The portion sizes are extremely big and the food was great.  You can't go wrong with the Chicken and Waffles.  We had good service and would definitely return.
1903,Hash House A Go Go,3,Huge portions and terrible service. We were seated pretty quickly but the server was completely inattentive. I think she had too many tables going on. The corn beef hash was pretty tasty and the chicken and waffles were good. It had an interesting rosemary flavor but both were a little dry. Also I was expecting the ambiance to be more cutesy but it was like a dark diner.
1904,Hash House A Go Go,5,"Their plates are huge! I enjoyed the Andys special and the bloody Mary's came with bacon, lettuce an tomato on a plate with a piece of bread.. pretty clever!"
1905,Hash House A Go Go,5,"Wow! The Mac n cheese hamburger was amazing! The price is a bit high for a hamburger, but it's freakin worth it. The trash can nachos ( I think that's the name ) were pretty good also. The service was good, but the weather sucks. I had to sit outside, but they had a water mist, which helped out. The food is worth coming back. I definitely recommend coming."
1906,Hash House A Go Go,3,"Came here based on yelp ratings and unfortunately was pretty disappointed.  Hash House A Go Go is a breakfast/brunch chain restaurant.  This specific location is in the new Linq hotel & casino on the Vegas strip.  The line to this place is crazy long.  We must have came during the right time because they were calling out tables rapidly.  We were told it was a 30 to 45 minute wait, but got in within ten.

Naturally, my boyfriend and I ordered the Andy's sage fried chicken benedict.   My boyfriend loves fried chicken and it was featured in a Man V. Food episode.  Portion size was ginormous.  It feed my boyfriend and I.  If we had a child it would also feed our child and our child's child.  Seriously, the plate was ridiculous.  Nonetheless, I think you sacrifice flavor for portion in this case.  Flavor wise, there was nothing memorable about our entree.  I wanted to like it, but I didn't.

I did, however, like the staff.  They were fun and entertaining."
1907,Hash House A Go Go,4,"Everything on the menu comes large and in charge. Unless you are Man vs Food caliber, expect to share or bring home leftovers. I did exactly that and shared my fried chicken eggs benedict with my boo thang. All in all it was very satisfying. What I can tell is that their fried chicken is very good. The batt contains corn flakes in it and the chicken stays juicy and moist yet fully cooked. In some ways the fried chicken is better than roscoe's (but that is up to debate, imo roscoe's) 

What was a pleasant delight was there BLT Bloody Mary. Containing a slice of bacon and lettuce (just because) and a side of toast.. honestly it probably was just the presentation of the bacon and toast added to the drink but it made the experience of drinking their bloody mary so much more enjoyable. Getting all of the Ooh and Aahs when served to my table was also nice, and quite honestly, the attention you get is half of the payoff, am i right?

Our server had a crazy mohawk which was totally awesome, he was happy to answer questions about it also which was very nice of him. Ive been here a couple times and it has never disappointed. 

If you don't know what to get, get the chicken and bacon waffles. It seems to be their most popular dish. FYI, this place was on Man vs. Food, no challenge just giving credit where credit is due."
1908,Hash House A Go Go,5,"Absolutely amazing all around. Excellent service, HUGE portion sizes and all of our food was delicious! I ordered the chicken and waffles and didn't expect so much food! 2 huge chicken breasts and 6 waffles. Omg! Needless to say I couldn't finish it. My bf ordered an Avocado burger that he could barely fit in his mouth lol. Service was great, food was great, I highly recommend eating here! Huge thanks to our server, Brian who was also wonderful."
1909,Hash House A Go Go,4,"This was my first time at this spot and as we waited our 45 minute to 1 hour wait, I said never again. This place was packed! I kept rereading the yelp reviews to determine if we should leave or not. Thankfully we had seats and my mother said she didn't mind waiting.  I kept seeing a separate line where people were just walking in with no wait. I went to ask and was informed it was for patrons with VIP cards from certain casinos. This penny playing only machine gal didn't bother to check her membership cards and just continued to wait. Lol. 

Once we were finally seated, my frown went to a smile. We had a very sweet server who recommended our one dish that she confirmed was definitely shareable with two people, woo hoo. The restaurant was fairly big and every seat was taken.  I was in awe of the huge platters on other customers table. The huge stack of chicken and waffles caught my eye as I saw three women share that meal, it was tall like a tower.

My mom and I ordered the Andy's Sage Fried Chicken Benedict w/ maple reduction, 2 eggs, bacon mashed potatoes & biscuit. Everything was delicious but the bacon mash potatoes were exceptional. We ate our shared meal with full bellies and a little food left on the plate. I can honestly say the wait was worth it. I would love to return again with a big group to get a chance to taste a variety of dishes."
1910,Hash House A Go Go,1,"Food was so heavy I could build a house with it. The waiter was friendly but absent most the time. They were busy but not to busy to check on coffee and food quality I feel. It's also very loud in here, don't expect to have an intimate conversation here! It's also pretty pricy, even for Vegas."
1911,Hash House A Go Go,4,Awesome food! I got the scrambler. Cant wait to go back!
1912,Hash House A Go Go,4,"The dynamic of this restaurant was great and haven't seen anything like it before. The service was great and the portions are massive so come hungry (literally)! I ordered their Sage Fried Chicken that came with biscuits, bacon, spinach, tomato, chipotle cream sauce, and mashed potatoes. The chicken itself was more on the dryer side and unsure if they cooked it too long or simply didn't marinate it enough before frying it but it wasn't that great. However, the mashed potatoes and the cream sauce was delicious! The bacon seemed more like jerky and slightly salty. The meal itself was big and could've fed a good two hungry people. The price was about $18.99 plus tax so it was pretty affordable for the amount of food I received. All in all, it's a great spot to check out and they have cocktails too."
1913,Hash House A Go Go,5,"The food here is amazing, and the portions are absolutely insane.  You get so much food for the money. I end up feeling guilty about not being able to finish what I order.  You're always going to have to wait a while for a seat, which I don't mind.

That being said, I wish Yelp would give me the option to leave a 4 1/2 star review because while I don't mind the wait for a table, it takes absurdly long to get your food once you order. I know that they make things fresh to order, but there is no way it should take them so long to get the food out.  But, since I love the food so much, I won't short them by leaving them a half-star less than what I think they deserve."
1914,Hash House A Go Go,4,Loved this place! Bloody Mary's are a must! Hard to find but worth the walk and the wait!
1915,Hash House A Go Go,4,Wow! The portions are out of control. Make sure you are hungry when you come here. The wait took about 1.5hrs to get in. But over all it was good
1916,Hash House A Go Go,2,Atmosphere is ok. Service pretty good. Unfortunately the food is like off of an assembly line. I fell in love with this chain in San Diego and walked past many other restaurants on the Vegas strip to eat here and was seriously disappointed. Nothing like back home. Never again
1917,Hash House A Go Go,1,Horrible service. Our waitress sucked and the food wasn't all that great. One star and that's only cause I'm feeling nice
1918,Hash House A Go Go,5,"I am so happy that we decided to get food here! Seriously everything I tried was so pretty and delicious. 
We got the chicken and waffles, chorizo harsh, and watermelon kiwi lemonade. 
The chicken and waffle was huge and it was very good! The chicken was crispy and moist. There was four pieces of waffles stacked on the bottom. The waffles were cooked perfection. Not to mention, it had strips of bacon cooked into it.
The chorizo hash was so good and was perfect after a week of drinking. The hash came with a large tortilla, fruits, and two eggs. 
You have to try their watermelon kiwi lemonade. It was so pretty. It had three layers of color and a slice of watermelon as garnish. 
The service was great and it's open 24 hours! I wish we found this place earlier because I would have gone here every night after drinking."
1919,Hash House A Go Go,1,"Absolutely disgusting. Burger came out cold, meat was overcooked, quality of food was below average. Really disappointed with this place.

From out of town, didn't have high expectations, still was let down.

Only plus was a nice waiter and manager was reasonable when my party complained.

Absolutely disgusting food. Don't eat here.
Your body will hate you for it."
1920,Hash House A Go Go,5,We loved this place. We love breakfast foods and decided to try this place out first thing when we got to vegas. Got seated right away. Very quick service and the food was out within ten minutes. Gigantic portions. You could definitely split a meal with two or three people. Everything was super tasty and very reasonably priced. Would definitely come back here.
1921,Hash House A Go Go,5,Food great sometimes the service can be a little poor sorry guys from San Diego where hash out a gogo originally started just saying if you got to do it do it right plus me they had to tear that you're from San Diego and that you been to the original one they have better customer service there but the lines are longer and they're not open 24 hours a day at the links
1922,Hash House A Go Go,5,"I saw it on Food Network, and read reviews, my friend from out of town came to vegas, and we hit this place up right away. I was hungry and so was he. We wanted something massive. So I knew what I wanted, Chicken & Waffles, and he got meatloaf. I was impressed not only by the flavor but by the presentation. The Chicken was crispy, flavorful, and the Waffles was cooked in a batter, that had bacon in it..pretty EPIC.. it was like art, who would of known CHicken and waffles..art? lol anyways. this location is 1-2$ more per plate compared to the W. Sahara one. That was my only complaint. then again it was on the STRIP. Suprisingly when I went on a Saturday Night, it was real empty. so we got our food out right away."
1923,Hash House A Go Go,5,"This place never disappoints! I returned here with some friends who had never been to vegas before and they agreed it was worth the walk from the other end of the strip.  The sage chicken Benedict is a must try. I always go for my red velvet flap jack, and the other person in my group had a stuffed cheeseburger which looked amazing also.  Next time we may get fewer plates to share, but we all agreed that we would need to return because so many items looked so good on the menu!"
1924,Hash House A Go Go,3,"You have to come very early to avoid having to wait, and it can be a very long time from what I've seen.  The portions  are very very large.  I ordered chicken fried steak.  The meat was very chewy.  My friend ordered the corned beef hash.  Instead of the typical chopped meat, it came in strands.  I did not like that.  It's something you have to try once. It's pricy for breakfast."
1925,Hash House A Go Go,3,"Had the mushroom hash.  A little bland.  Could have used more seasoning.  Biscuits where tasty.  Hubbie has the chicken hash.  He said the chicken had a good flavor .  Large portions .  Relaxed vibe.  Open 24 hours .  Our tickets was lost so it did take a while for the food to come out.  Overall okay.  Busy place , service was good."
1926,Hash House A Go Go,2,When u order pancakes make sure you order the junior size the regular one is too big ok food if you like over rated places
1927,Hash House A Go Go,4,Great food.  Poor service since they were so busy.  I would definitely go back for the pancakes!
1928,Hash House A Go Go,5,"Awesome choice for brunch, breakfast, lunch and dinner.  Food portions are HUGE - really!  You can order one dish and split it with a second person.  Waitress said many people do that.  We ordered for breakfast the corned beef hash platter with two eggs, large biscuit, potatoes, fruits (one meal), along with two separate coffees.  Cost was $22 plus tip.  

The food quality is excellent, and, YES, I would definitely recommend this to anyone.

Marie and I split the meal.  Portions were so big that we had food left over after the split meal.

Come hungry!"
1929,Hash House A Go Go,5,"Amazing food, huge portions, had a delicious Bloody Mary... What more could you ask for in a Las Vegas restaurant?"
1930,Hash House A Go Go,5,Loved this place...it was a bit complicated to get to...it's in the middle of Imperial Palace. I ordered the sage fried chicken and waffles. I was a bit surprised to find bacon inside of the waffles...you may want to request plain waffles. My husband ordered Snicker flapjacks...we both wasted a lot of food and that usually doesn't happen. Their portions are gigantic!
1931,Hash House A Go Go,4,"Literally, just got back from dining here & it was delicious!  Went solo & grabbed a seat at the bar as soon as I walked in - although the place was PACKED!!  Crystal & Mark were my bartendars/servers & they were awesome!  Had the sundried-tomato, basil & goat cheese scramble with potatoes & a biscuit.  And what meal would be complete without a pineapple mimosa - YUM!  It was so good I'm going back & taking my boyfriend with me!"
1932,Hash House A Go Go,5,"Awesome breakfast place!  I had French Toast, eggs, bacon...yummm!  Worth the wait!  Great service as well."
1933,Hash House A Go Go,4,Heard this was a good place to eat so I decided to make it the first place I went to when I got off the plane. The wait was about 30-45min but it was so worth it. I had the chicken and waffles and was blown away by how big the portions were and how succulent the chicken breast was also . I forgot to take pics to post but I promise that when you eat the food you will be in love !
1934,Hash House A Go Go,4,"wish there was one in San Jose, CA! came here during my stay in vegas and it was delicious! I had one of their scrambles, cant remember which one but it was absolutely delicious! Portions are big and the food is amazing! Would have given 5 stars but the service was slow and decent. Other than that 4 starts for great food! Will be back next time I visit vegas and want breakfast."
1935,Hash House A Go Go,5,"Went into HH LV with my heart set on the French Toast with banana cream, pecans, whipped cream. It was dinner and not on the menu. Inquired with the server if I could get it anyway. She politely declined, with reason. I asked her to please inquire with the chef if he would make it for me and she came back to the table with a big yes! Thank you  Krystie, great server, great attitude. Thank you chef!"
1936,Hash House A Go Go,5,"This was a highly recommended place to try from several people. The menu is exciting enough to get me through the door and the food did not disappoint either. 4 of us split 3 plates and probably would have been fine sharing 2. We ordered the brown sugar banana pancake, the chicken pot pie and the chicken and waffles. Let me start by saying the waffles has bacon cooked into it and not just little tiny shreds. The bacon makes those waffles. The chicken wasn't the best friend chicken I've had and we probably got the last of a batch (we can at the end of brunch/lunch), but some pieces were good. The pancake is a must have. It's the size of a medium pizza and perfectly fluffy with a giant serving of fresh whipped cream on the side. I also ordered a pint of mimosa and was the perfect ratio of OJ and bubbly. I'm excited to come back on my next trip to Vegas."
1937,Hash House A Go Go,4,"Great food , great service. Anything on the menu is worth the price and worth ordering. Make reservations is all I've gotta say. There is always a wait"
1938,Hash House A Go Go,3,The food was great and our waiter Greg was amazing but the only reason I'm giving it a 3 star is because the bus boy or a addistant waiter named Jason was very rude ... Everytime we tried getting his attention he would purposely ignore us and when we made sure we got his attention his was rude .. Made smirky comments never said you're welcome when we said thank you.. And when we would ask for some items he would just go get whatever he had to get without saying anything you could tell he was pissed off honestly if it wasn't for him this would have been 5 stars but he totally killed my vibe
1939,Hash House A Go Go,5,"I loved this place, great food and good portions. Be prepared for a long wait but so worth it. Just wake up with no makeup and head over there becuz no one cares how ur face looks like in the morning... especially in Vegas. Service was kindof slow but it can be becuz this place was packed!!! Great breakfast menu, and reasonable prices."
1940,Hash House A Go Go,2,"I've have ate here over 2 dozen times over the years. Sometimes it's okay but overall a 2 star for many reasons. 
 
I wish I could give it a better review but there is so many problems with this place. It's a bummer because I live nearby and it's the only restaurant that is allowed to serve breakfast at the Rio.

The hours are terrible; It closes way to early even when conventions are going, and even during the wsop. 

The service is okay at the bar because the pretty red head and guy that run it most of the time do pretty good. Besides the bar the service has always been very lacking. 

Even with my diamond it took awhile to get seated the last two times I went. After seated it took well over 5 minutes, almost 10 just to get water. Another couple walked out and I wanted to follow them but was to hungry.

They are so bad at getting your eggs cooked to your request. If you order over easy, over medium, and over medium well they seem to all come out cooked the same, rushed out very runny and certainly over easy no matter what. They just don't try and rush to get thing on the plate.

I believe this place could be better but there is poor management for sure. They manager must treat employees poorly and only comes in to collect the money so it is ruining a place that could be so much better. 

They say your food is cooked to order but that is a flat out lie. They have your potatoes pre cooked, biscuits are cold and very bad tasting. It's huge but but so dry and very bland to match all the food. 

Portions are large but prices are way to high. Many things are not worth it while others are just a waste of food. Giving me a pile of pre-made, non seasoned potatoes does not impress me. I've tried many of the dishes, the meatloaf is probably the best but nothing special.

I will eat here again and will update or add to the review because I frequent the Rio often but I avoid this place and never order a drink when I go since it won't get refilled. 4 of us had empty waters for so long with no service, we could not get them refilled at all, even the 7yo drank all hers. The waitress just dropped the check dropped and ran off. 

I'd avoid this place if I were you.

Take care"
1941,Hash House A Go Go,3,"I have to say, when i first came here, I'd expected that the food would be mediocre and plain since they are at first and foremost well known for their huge portions of every dish. Yes, I was a great skeptic and also I love great breakfast foods. So to say that my judging for good breakfast food would be a bit harsh.

However, after trying out the Hash House Benedict, I was hooked. They stack the biscuit, bacon, and mash potato into a large stack with same shredded basil on top, as well as a good helping of their special benedict sauce. I like that little side of spicy red sauce that i did notice until i rubbed that on my food which gave a small kick to it but wasn't too spicy.

I would most definitely come back again and try out one of there really large portions. Specially their pancakes."
1942,Hash House A Go Go,5,"Banana Brown Sugar Pancake, HUGE and OMG SO GOOD!!! French Toast, HUGE and OMG SO GOOD!! 1LB Applewood Smoked Bacon & Mashed Potato Stuffed Burger-HUGE AND SO SO GOOD!! No trip to Vegas is ever complete without getting our fix here. The best, Love it!"
1943,Hash House A Go Go,5,"I'm just blown away!
Super awesome dining out experience. Our server Carolina was terrific, knew her menu well, had great suggestions, food was served spot on. Great presentation. 
Loved it!!"
1944,Hash House A Go Go,5,"Simply love this place. There isn't a single item that I've tried that I haven't loved. Portions are out of control, and the prices aren't bad (less than $20) per entree.  I'm glad its in IP now so I don't have to leave the strip.  Also, as with anything in Vegas, if you don't want to wait, an extra tip goes a long way.

Top Choices
-Breakfast - Fried Chicken Benedict. If you only come here once, you have to get this.
-Lunch/Dinner - The Meatloaf pasta is amazing, huge flavor in the pesto/basil/tomato and oil they put over the linguini.
The Chicken pot pie is also amazing. It's like an endless, flaky bowl of chicken and vegetables.

I could eat every meal here, except the buffets get in the way."
1945,Hash House A Go Go,2,"All I can say is to stock up on some GasâX Extra Strength pills before eating here. OMG!!! It's comfort food to the max gas. The portions may be huge, but the feeling your left with will ruined the rest of your day! I'm just saying! see pic!"
1946,Hash House A Go Go,5,"We loved this place. The only bad thing was that we couldn't get everything on the menu.  The portion sizes are giant and can easily be shared by 2-3 people.  Our server told us this before we ordered which was great because she wasn't trying to upsell anything! To be honest the prices are so reasonable that we each ordered a dish. My husband got the meatloaf hash and I got the biscuits and gravy. They were both amazing and giant portions but a great deal for the price. Go there,  try anything, you won't be disappointed!"
1947,Hash House A Go Go,5,"Food is great and the service only makes it better! Since we found Hash House it's a must-eat when in Vegas!! House Hashes are my go to!! Had the mushroom, artichoke, sundried tomato, spinach house hash and it was DELICIOUS!! My tip is to put the biscuit that's served with your meal (served with many meals) and put it into a box immediately along with some spoonfuls of the homemade jam! You don't want to miss it so doing this allows you to eat most of your meal and save the biscuit and jam as a wonderful afternoon memory of lunch! As I said, service is always spot on. I sat at the bar top and Cai (maybe Ky??) took great care of me! Always on top of anything I needed. If you're going during breakfast hours (which for Vegas is like 9-11am with the hungover crowd) MAKE A RESERVATION! Once you go, you'll never miss a trip!"
1948,Hash House A Go Go,4,"Great, great, great breakfast spot.  My wife and I hit this place for Mother's Day and she loved it.  We had a watermelon drink that was well worth it.  I had their signature chicken and waffles and it was outstanding.  If your in Vegas you must take time and hit one of the locations for breakfast."
1949,Hash House A Go Go,4,"Diamond in the rough... really it is because it's tucked away inside the Imperial Palace... which I will talk about in a separate review, but anyway, my friends and I were starved after having spent the morning at the pool playing a friendly game of pool volley with some nice tourists. We were really lazy to go back up to the room to get ready and head out for lunch, so we decided to stick close by, so we took the escalator upstairs and arrived at this place. We were seated within 5 minutes of arriving in a nice little crescent booth tucked in the back. My best friend had tried this place before on a previous trip to Vegas, and recommended it, & me, being such a huge fan of chicken and waffles, I had to come taste what all the commotion was about! My best friend and I shared the chicken and waffles plate and our other friend had one to himself, we barely finished ours since the portion size is HUMONGOUS (probably could feed 3 people). The chicken breading was really flavorful and had a nice crispy crunch to it, but the white chicken meat inside was a bit on the dry side, so we asked  for some more of the sauce, which is divine by the way! The waffles were really tasty as well! Out waiter was really nice and filled our drinks accordingly. My overall experience here was a positive one! Must come back and bring my fiancÃ©! He would appreciate it and enjoy it just as much as I did!"
1950,Hash House A Go Go,3,"By far the best bang for your buck on the Strip. $15 for the most humongous plates, like chicken and waffles? That's why there's always a line here, even at odder times of the day. But still worth it because you can probably share the dishes and be full! They are indeed that huge.

That said, we paid decently on the cocktails, and I didn't really like my electric blue sports drink cocktail (forgot the name). I think out of my friends, we only got 1 drink we liked. The waffles were pretty good, but I found the chicken to be pretty dry. Probably because I'm from the South and love my fried chicken juicy and greasy, but oh well."
1951,Hash House A Go Go,4,"Very busy restaurant, but the food is very good. Large servings for the price and the service was pretty good also. The only problem I had was the French fries were warm and not hot."
1952,Hash House A Go Go,5,"AMAZING!!!!! The chicken and waffles was just amazing!!!!! The portion is big so 2 persons can share. The chicken is cooked to perfection! Delicious! The waffles have bacon inside and are incredible. And topped with long green onions, wasn't sure how that would taste with chicken and waffles but it was delicious!! My only complaint was the wait but it was well worth it! My husband and I waited 1 1/2 hr but we gambled meanwhile. We dined at the LinQ location. Would definitely recommend it!!"
1953,Hash House A Go Go,2,"This place would have gotten 3 or 4 stars, if it wasn't for the super irritating experience with the host.  We arrived on Thursday at 6:45 AM, with our infant son. (traveling with my husband on business) This was why we were up so early, so yeah we were very tired.  (Unlike the majority of the dining room which was smathered with rogue drunks and dodgy-looking 20 somethings who were there basically because they never went to bed).  I smelled smoke and asked host for non-smoking, evidently it was just leaching in from the casino.  Anyway, there were two ""open"" sections, the bar side and non-bar side. The rest of the dining room was evidently closed, as I was simply told ""that's closed."" when I requested a seat in the back, as we were led directly into the loudest pit of drunks in the dining room by teenage host.  What disturbs me the most is I honestly felt like BECAUSE I requested something, (to be away from the loud/crazy people), my family was placed directly BY the loud/crazy people.  I also felt like this incident was a disapproving nod towards the fact that I chose to travel with an infant (GASP!)  in Vegas.  We were placed right NEXT to (within 3 feet of) the loudest, most rowdy gaggle in the entire restaurant. Even the other drunk people seemed to be annoyed by this group. Either the host had some weird superiority complex, or he hadn't even the faintest idea how to BE a host. You are a HOST!!  Your job description is to make guests feel comfortable. It's what you do.  It looked like it might have been his first job, but if that was the case, why the attitude? 

So then we tried to move.  First, we protested to host directly a second time when we arrived at our table. (Could we possibly go to the more quiet -bar side-of the dining room?).  He shook his head, and made some crappy excuse about servers and turns, then disappeared. I've spent over 20 years in the hospitality industry. This was inappropriate. My husband kept saying ""Let's just go"", but I really wanted to try the chicken and waffles, (my jam) and I was starving.  So we asked again, this time to a waiter passing by. Waiter was very friendly, but it was so loud (again the riff raff) he literally could NOT HEAR ME.  I gestured to our son trying to explain we needed a different seat, and he thought we were just showing him our baby!!  Finally as a last ditch attempt, I literally got up and found yet another employee to ask, again a server (no manager in sight). He replied with ""yeah, basically my whole section is drunk"", then finally took action and asked bartender if we could sit on her side.  Over saunters boy host, butting in as he sees me trying to escape our assigned seats, yet again. I kid you not. He THEN directed us to sit at a table on the OTHER SIDE of the drunks we were trying to escape from!!  There were open tables ALL OVER the bar section. It didn't matter where we sat, the bartender was serving everyone in her section. My husband was in disbelief.  I was fed up, and told host ""no way"" this time, and we promptly sat at the next table over. What was this guys problem? How very rude.  Chicken was delish and then waffles were hard and ice cold, such a bummer, when you're spending 50 bones on breakfast. Would have wrote the incident off as me being over-sensitive and host being ""out to lunch"", but then he looked up and ignored us, continuing a casual conversation with the girl at the front counter as we left. No professional thank you or goodbye. Hash House will be a definite NO GO next time."
1954,Hash House A Go Go,5,They have the best BACON WAFFLES!!  Portions are huge and the prices are so reasonable for a restaurant in a Casino!
1955,Hash House A Go Go,1,"I wish i was making this up, total disaster.
Service decent but not great, waiter never checked on us except to walk past and ask if the food was good.
It wasn't and maybe that's when i should have said something but the guy didn't really seem like he cared what the answer was.
Ordered bacon and eggs benedict came covered in a red sauce, marinara sauce on eggs benedict?? and it tasted really bad. they said they don't have hollandaise omg. last time i came here they did and it was awesome. This time i just asked for a side of gravy and tried to salvage my biscuits. 4.00 charge to make this dish edible.
My friends breakfast was served with the egg very undercooked, i understand sunny side up but like at least turn the heat on in the pan. 
I had been telling him how great this place is and man now do i have egg on my face.
I can't believe how much of a letdown this was. They have not just gone downhill they have gone from one of the best places to get a good meal on the strip to a place i loathe. 

But  even though this has hurt me deeply I still remember the good times fondly.
RIP Hash House"
1956,Hash House A Go Go,5,"One of the BEST breakfast spot in Las Vegas. All the portions are HUGE. Excellent is top notch. Will come again. Little bit of a wait, but it is worth."
